CUST_ID;BALANCE;BALANCE_FREQUENCY;PURCHASES;ONEOFF_PURCHASES;INSTALLMENTS_PURCHASES;CASH_ADVANCE;PURCHASES_FREQUENCY;ONEOFF_PURCHASES_FREQUENCY;PURCHASES_INSTALLMENTS_FREQUENCY;CASH_ADVANCE_FREQUENCY;CASH_ADVANCE_TRX;PURCHASES_TRX;CREDIT_LIMIT;PAYMENTS;MINIMUM_PAYMENTS;PRC_FULL_PAYMENT;TENURE
C13422;425966019;1;2219.33;2060.5;158.83;0;0.416667;0.083333;0.333333;0;0;8;9000;2268864868;211168736;0.083333;12
C13423;1525063274;1;150;150;0;26496017;0.083333;0.083333;0;0.083333;1;3;1800;733240634;469758727;0;12
C13424;1060209389;1;43.2;0;43.2;17622717;0.166667;0;0.083333;0.333333;4;2;1200;676139575;314901632;0;12
C13425;1068046178;1;1632.83;285;1347.83;0;1;0.166667;1;0;0;22;3600;3541399754;549246265;0;12
C13426;6533309582;1;0;0;0;4257018953;0;0;0;0.333333;11;0;8500;1691047119;1914459253;0;12
C13427;128558239;1;720;0;720;0;1;0;0.916667;0;0;12;1000;598322582;197443037;0.090909;12
C13428;1502292117;1;0;0;0;188762242;0;0;0;0.083333;1;0;4600;544978537;368962968;0;12
C13429;999528562;1;662.98;583;79.98;495595993;0.363636;0.363636;0.090909;0.181818;2;8;1400;691407037;67634902;0;11
C13430;864760723;1;1894.5;1601.7;292.8;808489505;1;0.5;0.75;0.166667;3;24;4100;1295954973;286246906;0.083333;12
C13431;465332882;1;6920.08;5182.71;1737.37;0;0.833333;0.583333;0.5;0;0;34;9500;5691439238;235694396;0.636364;12
C13432;218700313;0.9;0;0;0;892792807;0;0;0;0.1;2;0;3000;460103356;45540632;0;10
C13433;2073595183;1;1716.11;1716.11;0;0;0.333333;0.333333;0;0;0;7;7000;1608073274;699559936;0;12
C13434;359256906;1;0;0;0;1286356207;0;0;0;0.333333;5;0;4500;820438917;104873584;0;12
C13435;186143505;1;247.45;0;247.45;3760827918;0.583333;0;0.5;0.083333;10;7;4000;903972319;716103395;0.083333;12
C13436;1176753991;1;0;0;0;1817167913;0;0;0;0.333333;6;0;2000;768296414;318681676;0;12
C13437;146647091;1;866.57;684.87;181.7;0;0.5;0.333333;0.166667;0;0;12;2500;1085866453;119015325;0.090909;12
C13439;1396385805;1;25.2;25.2;0;192024988;0.083333;0.083333;0;0.583333;19;1;2500;410617369;503627101;0;12
C13440;48272361;0.72727;750;250;500;0;0.5;0.083333;0.333333;0;0;8;6500;912949944;740589;0;12
C13441;1440568286;1;0;0;0;56461898;0;0;0;0.166667;2;0;1500;474645124;54886868;0;12
C13442;759524699;1;1422.12;1196.98;225.14;4798127161;0.75;0.333333;0.5;0.666667;14;23;10000;2283468603;2631254565;0;12
C13443;473679359;1;2580.63;1608.74;971.89;0;1;1;0.833333;0;0;64;8500;2358035548;263453051;0;12
C13444;3613551586;1;2653.49;2033.01;620.48;3516374364;0.833333;0.666667;0.5;0.666667;20;38;6500;868565652;1183572986;0;12
C13445;1366727;0.54546;0;0;0;191751369;0;0;0;0.083333;1;0;1200;594099172;26161818;0.166667;12
C13446;686657879;1;2476.45;1624.5;851.95;253273353;1;0.75;1;0.083333;1;35;4000;1600734366;224265608;0.083333;12
C13447;6100396015;1;0;0;0;5312922403;0;0;0;0.666667;13;0;12000;1460027383;1465870504;0;12
C13448;5926922151;1;2325.75;2325.75;0;461862131;0.5;0.5;0;0.25;3;25;13000;1489518098;1644757535;0;12
C13449;1135452712;1;374.94;0;374.94;1062414129;1;0;0.888889;0.111111;2;9;1200;415322291;678223873;0;9
C13450;1502972028;1;673.8;673.8;0;1187524461;1;1;0;0.25;6;12;2400;2925653927;361356383;0;12
C13451;1355179528;1;0;0;0;119945758;0;0;0;0.083333;2;0;1500;338541279;348388563;0;12
C13452;2962757731;1;4398.65;300;4098.65;2483768145;1;0.083333;1;0.333333;9;47;3000;7109795209;5114110493;0.083333;12
C13453;1467458994;0.90909;497.83;434.8;63.03;0;0.727273;0.545455;0.181818;0;0;14;1500;726488879;856508162;0;11
C13454;1737037252;1;2432.9;1800;632.9;0;1;0.083333;0.916667;0;0;19;5000;1500221266;468467422;0;12
C13455;386685069;1;0;0;0;762875848;0;0;0;0.181818;3;0;10000;70894961;1392546969;0;11
C13456;163751006;1;0;0;0;6050562566;0;0;0;0.666667;22;0;6500;5587314274;437988978;0;12
C13457;2948881234;1;840.48;510;330.48;411828101;0.5;0.25;0.333333;0.166667;7;15;3000;1520923579;1841972209;0;12
C13458;10785694;0.44444;384.4;0;384.4;0;0.888889;0;0.777778;0;0;8;1500;655428475;65251585;0.333333;9
C13459;12632794;0.90909;718.01;718.01;0;0;0.25;0.25;0;0;0;5;7500;1067973689;157340797;0;12
C13460;3862125712;1;812.78;676.8;135.98;3217292489;0.5;0.333333;0.25;0.583333;13;14;6000;803736956;1738467819;0;12
C13461;2105898309;1;0;0;0;217314696;0;0;0;0.333333;5;0;2250;569815997;1031776402;0;12
C13462;4891896666;1;915.81;0;915.81;1678175594;0.583333;0;0.5;0.25;5;7;7500;1164557472;1270282758;0;12
C13463;1299826045;1;599.74;524.5;75.24;16070672;0.25;0.083333;0.166667;0.166667;2;5;1500;589628198;489936556;0;12
C13464;68707804;1;774.91;774.91;0;0;1;1;0;0;0;12;7500;1209741424;169985235;1;12
C13465;589130175;1;1669.58;1060.58;609;0;0.75;0.583333;0.416667;0;0;17;3000;2883911526;292720686;0;12
C13466;820163313;1;680.14;0;680.14;0;0.75;0;0.666667;0;0;18;1200;1178247173;219875876;0;12
C13467;282873015;1;484.49;305;179.49;0;0.666667;0.416667;0.416667;0;0;15;1000;341883623;979920602;0.083333;12
C13468;3367300661;1;898.18;798.78;99.4;0;0.166667;0.166667;0.083333;0;0;7;6500;855157235;1315440072;0;12
C13469;1299092905;1;323.99;323.99;0;1061420378;0.083333;0.083333;0;0.25;19;1;8500;2222007132;1109569412;0;12
C13470;93358273;0.85714;1094.41;220.01;874.4;0;0.857143;0.142857;0.714286;0;0;16;1500;780526454;102598525;1;7
C13471;1872458334;1;220;220;0;3300146;0.083333;0.083333;0;0.166667;2;1;2000;716568489;755821363;0;12
C13472;1178569;0.27273;69.9;69.9;0;0;0.083333;0.083333;0;0;0;1;2000;266254303;116316856;0;12
C13473;1694125362;1;437.52;172.6;264.92;0;0.916667;0.166667;0.916667;0;0;13;1800;797134098;666656548;0;12
C13474;62986919;1;693.43;62;631.43;0;1;0.083333;0.916667;0;0;15;8500;5930196;152069656;1;12
C13475;4005202539;1;1425.23;1208.45;216.78;2637011333;1;1;0.416667;0.333333;6;46;5550;1607054463;1061281539;0;12
C13476;1887939311;1;0;0;0;1535271649;0;0;0;0.166667;3;0;6700;56778086;406932424;0;12
C13478;1003774921;1;161.27;161.27;0;0;0.333333;0.333333;0;0;0;8;1200;257638043;368466873;0;12
C13479;877354533;1;6954.28;6441.4;512.88;61792952;1;1;1;0.083333;1;105;9000;7486398825;236319631;0.166667;12
C13480;670425221;1;349;0;349;0;0.166667;0;0.083333;0;0;2;1950;563652253;218138964;0;12
C13481;15669963;0.71429;70.81;0;70.81;0;0.714286;0;0.571429;0;0;7;1500;16385421;84383546;0.333333;7
C13482;892102792;1;0;0;0;276598043;0;0;0;0.416667;7;0;900;511767875;321440682;0;12
C13483;1037137052;1;549;549;0;882773966;0.25;0.25;0;0.333333;5;3;4000;2521277415;2480872488;0.181818;12
C13484;3278259894;1;1581.43;1296.74;284.69;0;0.583333;0.333333;0.5;0;0;41;8500;996350965;1147212494;0;12
C13485;930286054;1;3039.16;439.16;2600;0;1;1;0.916667;0;0;26;2500;2991900221;548880214;0.083333;12
C13486;61921514;0.18182;655.21;655.21;0;0;0.166667;0.166667;0;0;0;2;1500;116093233;172342232;0;12
C13487;3765693221;1;0;0;0;1700400179;0;0;0;0.454545;8;0;4000;745344919;2011115424;0;11
C13488;962855497;0.90909;1839.69;1501.05;338.64;0;0.833333;0.25;0.583333;0;0;19;5000;133130538;247588037;0;12
C13489;935367518;0.81818;2186.22;1774.12;412.1;0;0.416667;0.333333;0.25;0;0;35;1700;3159774947;291825678;0;12
C13490;2640820976;0.9;1167.86;0;1167.86;3463175221;0.8;0;0.7;0.6;15;13;8000;538132963;641479689;0;10
C13491;39670161;1;319.92;0;319.92;0;1;0;1;0;0;12;10000;365863745;176935616;0.727273;12
C13492;1158783497;1;183;183;0;0;0.166667;0.166667;0;0;0;3;1200;271548882;355227627;0;12
C13493;1518339584;1;1435.79;762.12;673.67;0;0.916667;0.333333;0.75;0;0;27;1500;1075686261;1136154471;0;12
C13494;2158754686;1;0;0;0;3027725404;0;0;0;0.5;7;0;9000;1392104949;494197293;0;12
C13495;6882811896;1;2480.63;2038.24;442.39;1657436894;0.916667;0.833333;0.583333;0.5;12;48;8500;1876060624;2543670089;0;12
C13496;132353911;1;358.34;0;358.34;0;0.916667;0;0.833333;0;0;16;1500;85938437;149203101;0;12
C13497;3732224017;1;0;0;0;2167305318;0;0;0;0.833333;23;0;4500;108672505;1535949295;0;12
C13498;1089475719;1;0;0;0;287364895;0;0;0;0.083333;1;0;3000;373306733;231573591;0;12
C13499;43471366;1;1971.57;450.94;1520.63;0;0.583333;0.25;0.5;0;0;24;6700;616189722;223258848;0;12
C13500;246688528;0.90909;297.96;0;297.96;0;0.916667;0;0.916667;0;0;11;1000;1333301174;22151113;0;12
C13501;816184873;1;5519;4986.43;532.57;0;1;1;0.583333;0;0;91;9000;3723833142;465041017;0;12
C13502;35276551;1;22.48;22.48;0;0;0.083333;0.083333;0;0;0;1;7500;68205028;20003439;0;12
C13503;87908147;0.54546;895.11;895.11;0;0;0.25;0.25;0;0;0;5;16500;1082659906;103425559;0;12
C13504;215993595;1;835.71;0;835.71;0;1;0;0.916667;0;0;28;5500;794991453;178248506;0;12
C13505;3333963106;1;934.07;841.07;93;0;0.916667;0.916667;0.416667;0;0;19;11500;867272423;935819727;0;12
C13506;6071895277;1;204.8;0;204.8;4283656363;0.75;0;0.75;0.833333;13;9;7000;1892355319;165392317;0;12
C13507;63169044;1;806.71;806.71;0;0;1;1;0;0;0;14;7500;705485115;148199188;0.181818;12
C13508;1326334307;1;2484.76;374.18;2110.58;0;1;0.25;1;0;0;39;7500;400178807;367804459;0;12
C13509;1088996599;1;0;0;0;2475856774;0;0;0;0.75;10;0;2500;170234238;214292795;0;8
C13510;4146601225;1;521.32;200;321.32;2054006911;0.666667;0.083333;0.666667;0.416667;8;9;5000;1147148308;1070072907;0;12
C13511;2240079824;1;0;0;0;7955964618;0;0;0;0.333333;8;0;3000;8064891702;883416435;0.166667;12
C13512;440263759;1;891.66;891.66;0;0;0.25;0.25;0;0;0;3;7500;619251006;188075723;0;12
C13513;642939211;0.54546;0;0;0;1936701702;0;0;0;0.166667;5;0;1950;399753568;308839052;0.25;12
C13514;67515739;0.90909;640.48;640.48;0;0;0.75;0.75;0;0;0;12;500;531228483;162317727;0.090909;12
C13515;625292621;1;1215.64;1215.64;0;0;0.083333;0.083333;0;0;0;1;2500;297914805;525056459;0;12
C13516;25766006;1;290;0;290;0;1;0;0.916667;0;0;12;1500;262366918;170710461;1;12
C13517;3197652201;1;0;0;0;4179249342;0;0;0;0.166667;2;0;5000;610393835;759570108;0.083333;12
C13518;39432667;1;442.76;0;442.76;0;1;0;1;0;0;13;2100;482712777;13029661;0.714286;12
C13519;2651966491;1;0;0;0;1680241238;0;0;0;0.25;5;0;3000;771905711;778739379;0;12
C13520;186130209;0.63636;2546.94;1136.36;1410.58;0;0.666667;0.333333;0.583333;0;0;15;12000;4633517467;216399562;1;12
C13521;669973636;0.54546;0;0;0;1479440572;0;0;0;0.166667;3;0;3000;1616215963;121550312;0;12
C13522;25897329;1;299.65;299.65;0;0;1;1;0;0;0;12;9000;261779201;163208033;0.818182;12
C13523;1243734425;1;0;0;0;3063199;0;0;0;0.166667;3;0;1500;635639502;342273932;0;12
C13524;1965881663;1;3782.09;2450;1332.09;0;0.833333;0.083333;0.666667;0;0;11;1800;3988944816;2687313856;0.083333;12
C13525;140715619;0.88889;1562.4;0;1562.4;0;0.888889;0;0.888889;0;0;12;2500;1140945539;134478322;0.222222;9
C13526;31285608;0.63636;1013;0;1013;0;0.583333;0;0.416667;0;0;7;4500;1486232552;43611906;0;12
C13527;115593266;0.81818;46.3;0;46.3;378517888;0.083333;0;0.083333;0.083333;1;1;7500;450775587;93858687;0;12
C13528;1055613983;1;0;0;0;378769414;0;0;0;0.333333;4;0;1200;1328486686;26770904;0.083333;12
C13529;874800721;0.90909;0;0;0;557540201;0;0;0;0.166667;2;0;1700;1915107195;200032263;0.090909;12
C13530;149447;0.63636;381.5;0;381.5;0;0.583333;0;0.583333;0;0;7;3000;602003541;124074597;0.666667;12
C13531;118463635;0.81818;1572.67;1572.67;0;0;0.583333;0.583333;0;0;0;14;5000;1838425899;131342387;0.8;12
C13532;551175183;1;1711.11;537.42;1173.69;0;1;0.416667;1;0;0;51;4000;1581285232;189328101;0;12
C13533;144080651;1;1526.54;1005.69;520.85;0;0.75;0.25;0.5;0;0;20;3000;0;;0;12
C13534;673930629;1;689.93;0;689.93;916447583;0.833333;0;0.75;0.083333;2;14;1800;160366063;204556137;0;12
C13535;122062129;1;924.69;422;502.69;0;0.5;0.083333;0.416667;0;0;11;6300;78933314;164279979;0.363636;12
C13536;72033516;1;837.43;39;798.43;0;1;0.083333;1;0;0;22;2500;948576582;169887225;0.583333;12
C13537;4350643699;0.9;1021.19;441.55;579.64;1122076636;0.8;0.1;0.7;0.5;20;20;6000;7137368582;1661123436;0.125;10
C13538;1413006634;1;1678.69;1528.69;150;392356874;0.5;0.166667;0.333333;0.083333;1;8;1800;2308456562;510627017;0.083333;12
C13539;1253764799;1;666.98;666.98;0;0;0.916667;0.916667;0;0;0;12;2400;3038416025;1276724682;0.083333;12
C13540;260636327;1;673.28;673.28;0;477616267;0.583333;0.583333;0;0.25;6;29;300;1150334467;435025577;0.272727;12
C13541;87296391;0.63636;897.56;897.56;0;0;0.416667;0.416667;0;0;0;7;4000;880271979;113623443;0.2;12
C13542;2024488164;1;0;0;0;1374874243;0;0;0;0.083333;1;0;3000;3398082374;678700673;0.083333;12
C13543;52485431;1;1476.02;644.07;831.95;0;1;0.833333;1;0;0;41;7000;114901904;97339489;0.454545;12
C13544;11736675;1;119.28;0;119.28;0;1;0;1;0;0;12;1700;115257036;92166894;0.444444;12
C13545;3242285167;1;0;0;0;2732692813;0;0;0;0.916667;28;0;6000;766465991;1225221287;0;12
C13546;1716340133;1;184.23;0;184.23;0;1;0;1;0;0;13;1700;510451516;833346049;0;12
C13547;91985102;1;0;0;0;1483168185;0;0;0;0.25;3;0;2000;20878452;33875698;0.083333;12
C13548;634088475;0.75;2194.29;2065.25;129.04;0;0.75;0.625;0.375;0;0;14;10000;408701268;201735817;0.2;8
C13549;1337229284;1;6661.25;5805.5;855.75;0;1;1;0.5;0;0;108;1700;5936298921;554610686;0;12
C13550;1700502651;1;0;0;0;257198087;0;0;0;0.083333;1;0;2500;8196874;428628715;0;12
C13551;433436164;1;2552.55;626.51;1926.04;0;1;1;0.916667;0;0;28;5000;2828817452;184724863;0;12
C13552;193103834;1;246.56;246.56;0;0;0.25;0.25;0;0;0;3;600;3540713522;1987489882;0.083333;12
C13553;58924277;1;449.4;0;449.4;0;1;0;1;0;0;12;2000;420654043;176280895;0.545455;12
C13554;1995332004;1;0;0;0;209970707;0;0;0;0.416667;5;0;2000;510542442;923312273;0;12
C13555;2075637866;0.45455;0;0;0;4573876388;0;0;0;0.083333;1;0;7500;1146220278;1448097316;0;12
C13556;0;0;125.37;0;125.37;0;1;0;1;0;0;7;1500;0;;0;7
C13557;1199490675;1;2093.55;1727.08;366.47;0;1;0.916667;0.333333;0;0;35;4000;2833409817;344952165;0.083333;12
C13558;3576905009;1;0;0;0;2224867516;0;0;0;0.333333;8;0;4000;755884496;1212323241;0;12
C13559;1034253025;1;144;0;144;365613498;1;0;1;0.083333;3;12;1000;373833477;658796594;0;12
C13560;31934855;1;533.52;0;533.52;0;1;0;1;0;0;20;10000;58642543;166592076;1;12
C13561;1523552696;1;1810;1810;0;0;0.1;0.1;0;0;0;1;1850;368561315;390858281;0;10
C13562;55805523;1;1343.88;0;1343.88;0;1;0;1;0;0;24;5700;1278431749;177351498;1;12
C13563;84537586;0.90909;547.54;157.54;390;0;0.583333;0.083333;0.416667;0;0;7;6000;657978173;161430668;0.111111;12
C13564;2271936696;1;2386.88;173.26;2213.62;0;1;0.083333;1;0;0;40;5000;917290601;1633568519;0;12
C13565;2178733642;1;0;0;0;988704211;0;0;0;0.1;1;0;3000;642035001;579522074;0;10
C13566;348813275;1;0;0;0;27740449;0;0;0;0.083333;1;0;150;804063354;3727643932;0.083333;12
C13567;2499228939;1;217.37;0;217.37;5197145458;0.833333;0;0.666667;0.5;3;11;10000;360742975;372143566;0;6
C13568;20661831;0.45455;298.8;0;298.8;0;0.416667;0;0.333333;0;0;5;5000;529767238;128122144;1;12
C13569;127727053;1;0;0;0;341642911;0;0;0;0.083333;2;0;11000;1489306631;167320117;0;12
C13570;1943038819;1;0;0;0;399745986;0;0;0;0.166667;4;0;2000;748233144;1155324802;0;12
C13571;2861242925;0.90909;0;0;0;725809616;0;0;0;0.083333;1;0;4500;5134288965;699504112;0.090909;12
C13572;933622145;1;2873.87;1756.23;1117.64;342602229;1;0.333333;1;0.166667;2;32;7000;2361792954;360663949;0.083333;12
C13573;223786947;1;5094.41;3744.41;1350;1076426136;1;0.916667;0.416667;0.166667;4;53;3000;5874101847;151281295;0.666667;12
C13574;2546677419;1;0;0;0;555691078;0;0;0;0.333333;4;0;3000;629301315;811517014;0;12
C13575;3782000774;1;60;60;0;104521972;0.083333;0.083333;0;0.083333;1;1;5000;894056461;876236347;0;12
C13576;1294145453;1;3059.1;1836.98;1222.12;0;1;0.416667;1;0;0;42;7000;5560033502;497637767;0.083333;12
C13577;5265937;0.36364;22.5;0;22.5;0;0.083333;0;0.083333;0;0;1;3000;819881055;60727594;0;12
C13578;3774277331;0.7;0;0;0;7911027809;0;0;0;0.5;11;0;9000;89798134;1584979751;0;10
C13579;1204873791;1;0;0;0;5818308;0;0;0;0.166667;2;0;1500;1658132051;390628809;0.083333;12
C13580;1710418727;0.8;0;0;0;2813620582;0;0;0;0.3;9;0;2500;1337799917;508122732;0;10
C13581;9111704896;1;980;0;980;7202118275;0.5;0;0.416667;0.5;28;6;10000;2349045262;3954803197;0;12
C13582;651236224;1;1696.62;1425.22;271.4;0;1;1;0.333333;0;0;36;4600;1677445455;221961649;0;12
C13583;592919388;1;105;0;105;0;0.166667;0;0.083333;0;0;2;6600;419484901;195526613;0;12
C13584;711174631;1;155.39;155.39;0;0;0.166667;0.166667;0;0;0;4;8500;615867397;190288155;0;12
C13585;24635116;1;205.92;0;205.92;0;1;0;0.888889;0;0;9;1500;189085208;117723479;0.857143;9
C13586;1516547224;1;565.61;0;565.61;0;1;0;1;0;0;17;1500;857794499;1136557523;0;12
C13587;5055816826;1;126.68;0;126.68;1854786122;0.333333;0;0.25;0.75;12;4;5500;1368530409;1320825093;0;12
C13588;1009223573;1;8710.72;6799.79;1910.93;0;1;0.75;0.833333;0;0;83;18000;4557360839;2831402596;0;12
C13589;2447872198;1;2108.56;1563.4;545.16;0;0.916667;0.416667;0.916667;0;0;14;7000;730926311;718232165;0;12
C13591;1040419338;1;307.92;0;307.92;18616675;1;0;1;0.083333;1;17;1000;34087911;3332992542;0;12
C13592;951675294;1;0;0;0;1090520215;0;0;0;0.272727;3;0;1200;178362607;340410195;0;11
C13593;4315123399;1;3927.58;2238.34;1689.24;0;1;0.416667;1;0;0;21;11000;1518432988;131732547;0;12
C13594;5998431562;0.90909;0;0;0;7120317519;0;0;0;0.083333;2;0;8500;1629632001;1613203482;0;12
C13596;4345879999;1;0;0;0;5114886055;0;0;0;0.166667;5;0;5000;1035564747;1546857439;0;12
C13597;2280447419;1;1681.78;1219;462.78;0;1;0.25;0.916667;0;0;21;7500;1398406343;513533438;0;12
C13598;2104961701;0.72727;4115.95;230.5;3885.45;9358071183;0.833333;0.166667;0.666667;0.916667;20;59;8000;1517258535;778239214;0;12
C13599;3146619037;1;161.44;161.44;0;1293405174;0.166667;0.166667;0;0.333333;5;3;4000;888223787;746243829;0;12
C13600;9993352521;1;0;0;0;3299665576;0;0;0;0.5;10;0;14500;258047736;2902819273;0;12
C13601;1755193192;1;0;0;0;1657887522;0;0;0;0.166667;5;0;1800;310988036;627613135;0;12
C13602;387646975;1;2900.84;900.6;2000.24;0;1;0.416667;1;0;0;54;7500;2581347865;179407624;0.333333;12
C13603;3443287685;1;500;500;0;0;0.083333;0.083333;0;0;0;1;7000;1073265004;872760983;0;12
C13604;1765502751;1;2129.44;2129.44;0;506593406;0.5;0.5;0;0.083333;2;6;4450;1893259541;472608761;0;12
C13605;43775427;1;523.64;523.64;0;0;1;1;0;0;0;15;6500;492097703;172889643;0.75;12
C13606;98418953;0.55556;0;0;0;2327566908;0;0;0;0.444444;15;0;1500;2535544366;62281239;0.25;9
C13607;758188531;1;0;0;0;305653048;0;0;0;0.166667;2;0;1950;388247865;245555646;0;12
C13608;2341505917;1;1231.59;390.05;841.54;0;1;0.083333;1;0;0;26;7600;1218749713;572244747;0;12
C13610;1012447214;1;4795.49;2006.02;2789.47;0;1;0.666667;1;0;0;87;15000;2552784306;2780902332;0;12
C13611;134786311;1;515.42;137;378.42;0;1;0.25;1;0;0;32;2000;16624989;170243513;0;12
C13612;1225201454;1;1842.64;1842.64;0;0;0.583333;0.583333;0;0;0;8;1200;232684606;996543357;0;12
C13613;190650694;1;1954.08;776.49;1177.59;0;1;0.583333;1;0;0;64;4000;2012696604;177147238;1;12
C13614;3788416968;0.85714;718.06;608.02;110.04;634857393;0.857143;0.428571;0.428571;0.571429;19;9;7500;294502943;1107881169;0;7
C13615;73353928;0.4;0;0;0;380852744;0;0;0;0.1;2;0;1200;1035473514;84740732;0.5;10
C13616;1123476228;1;933.38;497.6;435.78;2721894656;0.666667;0.416667;0.583333;0.5;13;21;4000;339284273;442797661;0;12
C13617;1323270862;1;0;0;0;681498916;0;0;0;0.25;7;0;1500;848816024;32693747;0;12
C13618;14289109;0.90909;275.21;0;275.21;0;1;0;1;0;0;18;7500;38469094;96596385;0.6;12
C13619;791778273;0.81818;0;0;0;3058096526;0;0;0;0.416667;7;0;3000;2877697274;255198463;0.142857;12
C13620;536104848;1;8591.31;8008.5;582.81;0;0.916667;0.666667;0.166667;0;0;14;1000;8390497243;659502436;0.416667;12
C13621;228925466;1;2084.18;2084.18;0;0;1;1;0;0;0;28;1000;2034867192;195590094;1;12
C13622;3193320102;1;1887.25;1103.23;784.02;0;1;0.833333;1;0;0;48;10500;8817138726;662651314;0.166667;12
C13623;1283032349;1;0;0;0;75783817;0;0;0;0.166667;2;0;1500;398772365;749765219;0;12
C13624;31107711;0.27273;230;0;230;0;0.166667;0;0.166667;0;0;2;4500;1314252082;134541185;1;12
C13625;41301246;1;655.79;655.79;0;0;1;1;0;0;0;13;6000;685985441;185521414;1;12
C13626;2077343786;1;479.94;195;284.94;344256221;0.75;0.25;0.666667;0.166667;4;13;2500;619598735;576194268;0;12
C13627;3822394483;1;2239.1;1789.7;449.4;0;1;1;0.666667;0;0;39;5300;94421011;919346978;0;12
C13628;2966034939;1;0;0;0;1607410863;0;0;0;0.25;17;0;3500;77065505;789628075;0;12
C13629;6046821082;1;502.48;502.48;0;3143218022;0.2;0.2;0;0.2;2;3;9000;2034824228;1372663864;0;10
C13630;868044414;1;8443.97;7506.99;936.98;1637416111;1;1;0.583333;0.25;6;46;9000;7793279324;233662599;0.909091;12
C13631;186108737;1;1752.06;1417.18;334.88;0;0.916667;0.583333;0.666667;0;0;32;3500;737941555;437075647;0;12
C13632;5944084692;1;0;0;0;584439061;0;0;0;0.416667;7;0;6000;1523589544;2416455868;0;12
C13633;909164049;0.45455;200;200;0;3213624456;0.083333;0.083333;0;0.416667;13;1;4000;149396413;714634361;0;12
C13634;152983848;0.375;0;0;0;451815934;0;0;0;0.125;1;0;1200;54712966;123051387;0;8
C13635;3682715337;1;0;0;0;789024025;0;0;0;0.416667;16;0;4200;98081081;6604763658;0;12
C13636;3124579024;1;1620.09;1199.92;420.17;344035465;0.833333;0.666667;0.25;0.166667;8;27;3600;4563851228;19209573;0.083333;12
C13637;1677722492;1;3088.18;1480.64;1607.54;0;1;1;1;0;0;50;4100;1669635458;459391698;0;12
C13638;149139346;1;1415.42;182;1233.42;0;1;0.083333;1;0;0;26;6000;1186629453;163029483;0.916667;12
C13639;437907132;1;45.84;0;45.84;2191862613;0.166667;0;0.083333;0.333333;8;2;5500;2005913978;1371456622;0;12
C13640;273243365;1;2308.58;0;2308.58;0;1;0;1;0;0;44;7500;2453347527;189381014;0.25;12
C13641;555340226;1;621.03;534.33;86.7;0;0.416667;0.333333;0.166667;0;0;9;10500;347749694;188666431;0;12
C13642;612311544;1;1115;715;400;0;0.333333;0.166667;0.083333;0;0;4;1800;1407537644;18877787;0;12
C13643;181187843;1;900;0;900;9927619;0.666667;0;0.666667;0.083333;1;12;1700;1147826125;1998400995;0;12
C13644;3012642667;1;6999.56;6999.56;0;0;1;1;0;0;0;81;3500;5446940305;57386773;0.166667;12
C13645;4175826879;1;0;0;0;9968184827;0;0;0;0.909091;110;0;10500;1083433387;1000206323;0;11
C13646;444021111;0.54546;0;0;0;1101192457;0;0;0;0.166667;3;0;1000;191491371;243991341;0;12
C13647;3690855584;1;0;0;0;5737671452;0;0;0;0.583333;23;0;9500;8907704166;798162634;0.090909;12
C13648;4025646358;1;0;0;0;1189418695;0;0;0;0.25;3;0;5650;1138104685;1210778254;0;12
C13649;2754527855;1;0;0;0;145998161;0;0;0;0.083333;1;0;3000;60680074;1064070359;0;12
C13650;40069534;0.90909;833.29;833.29;0;0;1;1;0;0;0;12;7000;766596225;112992397;0.3;12
C13651;218358965;1;381.1;381.1;0;0;0.333333;0.333333;0;0;0;7;2400;1052994297;929718593;0;12
C13652;4752694271;1;0;0;0;3473011991;0;0;0;0.833333;36;0;5000;2662805022;2683218557;0;12
C13653;5555173827;1;6613.09;3594.45;3018.64;0;1;1;1;0;0;119;9500;5503365097;1340151555;0;12
C13654;1515473846;1;862.44;0;862.44;2402323391;1;0;1;0.083333;2;12;5000;5908136491;412289836;0.166667;12
C13655;6744845686;1;4.44;0;4.44;1986287844;0.25;0;0.166667;0.416667;11;3;16500;2144029866;1350823356;0.1;12
C13656;693014958;1;0;0;0;1710197063;0;0;0;0.166667;2;0;7500;1915638655;1787885357;0;12
C13657;986782;0.81818;540;540;0;0;0.75;0.75;0;0;0;9;1700;364533707;169369886;0.125;12
C13658;663415354;1;608.18;608.18;0;929641923;0.333333;0.333333;0;0.25;9;6;2700;614998015;237022164;0;12
C13659;896619803;1;128.86;0;128.86;0;0.166667;0;0.166667;0;0;2;1200;1606846759;927291416;0;12
C13660;2820576665;0.81818;0;0;0;1071789195;0;0;0;0.583333;11;0;7000;9602278174;937556314;0.142857;12
C13661;1077019958;1;465.9;398.1;67.8;272884393;1;0.416667;1;0.333333;6;33;1200;360977324;259240426;0;12
C13662;2654354521;1;256.68;40.4;216.28;1845164653;0.833333;0.25;0.75;0.25;23;14;4000;5175714855;108489841;0.083333;12
C13663;21789565;0.33333;0;0;0;273882354;0;0;0;0.166667;1;0;1200;574484351;30624751;1;6
C13664;264261791;1;175;0;175;0;0.416667;0;0.416667;0;0;5;1000;152787605;213203947;0;12
C13665;1188102086;1;0;0;0;1984802386;0;0;0;0.25;6;0;1800;2122721313;360708968;0.090909;12
